it,bt,km,transmission,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seats,RTO,Engine Displacement,Comfort & Convenience,Interior,Exterior,Safety,Entertainment & Communication,Mileage,Max Power,Torque,Color,Engine Type,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size,city,Features Count
0,SUV,20000.0,Manual,1,MG,MG Hector,2020,7632,Sharp Diesel MT,1800000.0,2020,Third Party,Diesel,5.0,KA02,1956.0,29.0,11.0,23.0,38.0,9.0,17.41,167.68,350.0,Others,1.5 L Turbocharged Intercooled,4.0,4.0,DOHC,MPFI,Yes,No,4655.0,1835.0,1760.0,2750.0,1458.0,1459.0,1860.0,6.0,Front-Wheel Drive,Power,5.6,Disc,Disc,165.0,12.36,Radial,5.0,587.0,17.0,17.0,bangalore,9
0,Sedan,60000.0,Manual,2,Volkswagen,Volkswagen Ameo,2016,1883,1.2 MPI Comfortline,520000.0,2016,Third Party,Petrol,5.0,KA03,1198.0,13.0,10.0,7.0,18.0,6.0,17.0,73.75,110.0,Others,MPI Petrol Engine,3.0,4.0,DOHC,MPFI,No,No,3995.0,1682.0,1483.0,2470.0,1460.0,1456.0,1059.0,5.0,Front-Wheel Drive,Power,5.4,Disc,Drum,165.0,11.64,"Tubeless, Radial",4.0,330.0,16.0,16.0,bangalore,9
0,Hatchback,40000.0,Manual,2,Tata,Tata Tiago,2018,2983,1.2 Revotron XZ,470000.0,2018,Third Party,Petrol,5.0,KA04,1199.0,14.0,12.0,13.0,24.0,8.0,23.84,84.0,114.0,Others,Revotron Engine,3.0,4.0,DOHC,MPFI,No,No,3746.0,1647.0,1535.0,2400.0,1400.0,1420.0,1012.0,5.0,Front-Wheel Drive,Power,4.9,Disc,Drum,150.0,14.3,Tubeless,5.0,242.0,14.0,14.0,bangalore,9
0,SUV,50000.0,Manual,1,Renault,Renault Duster,2016,5076,110PS Diesel RxL Explore,600000.0,2016,Third Party,Diesel,5.0,KA01,1461.0,16.0,10.0,12.0,22.0,7.0,19.64,108.45,245.0,Black,dCi THP Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,4315.0,1822.0,1695.0,2673.0,1560.0,1567.0,1260.0,6.0,Front-Wheel Drive,Power,5.2,Ventilated Disc,Drum,168.0,12.5,Tubeless,5.0,475.0,16.0,16.0,bangalore,9
0,SUV,100000.0,Automatic,2,Audi,Audi Q3,2016,90,35 TDI Quattro Premium Plus,1850000.0,2016,Third Party,Diesel,5.0,KA03,1968.0,28.0,14.0,15.0,34.0,10.0,15.17,181.0,380.0,Others,TDI Quattro Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,4388.0,1831.0,1608.0,2603.0,1571.0,1575.0,1630.0,7.0,All-Wheel Drive,Power,5.9,Disc,Disc,219.0,7.9,"Tubeless, Radial",5.0,460.0,18.0,18.0,bangalore,9
0,Sedan,110000.0,Manual,2,Opel,OpelCorsa,2003,4802,1.6 GSi,75000.0,2003,Third Party,Petrol,5.0,KA03,1589.0,5.0,4.0,7.0,10.0,3.0,13.8,93.0,126.0,Silver,In-Line Engine,4.0,3.0,DOHC,MPFI,No,No,4056.0,1608.0,1420.0,2443.0,1387.0,1388.0,1040.0,5.0,Front-Wheel Drive,Power,5.1,Ventilated Disc,Drum,170.0,12.4,"Tubeless, Radial",4.0,510.0,13.0,13.0,bangalore,9
0,Hatchback,63359.0,Manual,2,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,649000.0,2017,Third Party,Petrol,5.0,KA01,1197.0,13.0,12.0,13.0,27.0,8.0,21.4,83.1,115.0,Blue,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,1505.0,1515.0,880.0,5.0,Front-Wheel Drive,Power,4.9,Disc,Drum,180.0,12.36,"Tubeless, Radial",5.0,339.0,16.0,16.0,bangalore,9
0,Hatchback,125227.0,Manual,2,Hyundai,Hyundai i20,2017,1488,Asta Option 1.4 CRDi,657000.0,2017,Zero Dep,Diesel,5.0,KA03,1396.0,18.0,11.0,12.0,24.0,8.0,22.54,88.73,219.7,Red,U2 CRDI Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3985.0,1734.0,1505.0,2570.0,1505.0,1503.0,1515.0,6.0,Front-Wheel Drive,Power,5.2,Disc,Drum,180.0,11.9,Tubeless,5.0,295.0,16.0,16.0,bangalore,9
0,Hatchback,100000.0,Manual,2,Volkswagen,Volkswagen Polo,2012,1953,Diesel Comfortline 1.2L,420000.0,2012,Third Party,Diesel,5.0,KA01,1199.0,9.0,11.0,12.0,14.0,6.0,22.07,73.9,180.0,Others,In-Line Diesel Engine,3.0,4.0,DOHC,CRDI,No,No,3970.0,1682.0,1453.0,2456.0,1458.0,1459.0,1125.0,5.0,Front-Wheel Drive,Power,4.97,Disc,Drum,164.1,14.4,"Tubeless, Radial",5.0,280.0,15.0,15.0,bangalore,9
0,Hatchback,71884.0,Manual,2,Maruti,Maruti Swift,2015,4165,ZDI BSIV,629000.0,2015,Third Party,Diesel,5.0,KA03,1248.0,15.0,11.0,12.0,24.0,7.0,25.2,74.0,190.0,Silver,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3840.0,1735.0,1530.0,2450.0,1475.0,1485.0,985.0,5.0,Front-Wheel Drive,Power,4.8,Ventilated Disc,Drum,155.0,14.8,Tubeless,5.0,204.0,15.0,15.0,bangalore,9
0,Hatchback,79059.0,Manual,2,Honda,Honda Brio,2012,1203,S MT,322000.0,2012,Third Party,Petrol,5.0,KA51,1198.0,10.0,8.0,5.0,16.0,3.0,19.4,86.8,109.0,Brown,i-VTEC Engine,4.0,4.0,SOHC,PGM-FI,No,No,3610.0,1680.0,1500.0,2345.0,1480.0,1465.0,925.0,5.0,Front-Wheel Drive,Power,4.5,Disc,Drum,164.0,14.5,"Tubeless, Radial",5.0,175.0,14.0,14.0,bangalore,9
0,Hatchback,80000.0,Manual,2,Maruti,Maruti Baleno,2016,3962,1.2 Delta,620000.0,2016,Third Party,Petrol,5.0,KA04,1197.0,11.0,10.0,12.0,24.0,8.0,21.4,83.1,115.0,Others,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,1515.0,1525.0,870.0,5.0,Front-Wheel Drive,Power,4.9,Disc,Drum,180.0,12.36,"Tubeless, Radial",5.0,339.0,16.0,16.0,bangalore,9
0,Hatchback,69124.0,Manual,1,Maruti,Maruti Swift,2013,10403,VXI,435000.0,2014,Third Party,Petrol,5.0,KA25,1197.0,11.0,7.0,7.0,26.0,6.0,22.38,88.5,113.0,Silver,K Series Dual jet,4.0,4.0,DOHC,CRDI,No,No,3845.0,1735.0,1530.0,2450.0,1530.0,1530.0,890.0,5.0,Front-Wheel Drive,Electric,4.8,Disc,Drum,155.0,14.8,"Radial, Tubeless",5.0,268.0,14.0,14.0,bangalore,9
0,MUV,120000.0,Manual,4,Toyota,Toyota Innova,2012,2386,2.5 VX (Diesel) 8 Seater BS IV,960000.0,2012,Third Party,Diesel,8.0,KA03,2494.0,13.0,10.0,7.0,13.0,5.0,12.99,100.0,200.0,Others,In-Line Engine,4.0,4.0,DOHC,CRDI,Yes,No,4585.0,1760.0,1760.0,2750.0,1510.0,1510.0,1680.0,5.0,Front-Wheel Drive,Power,5.4,Ventilated Disc,Drum,151.0,13.3,"Tubeless, Radial",5.0,300.0,15.0,15.0,bangalore,9
0,Hatchback,73340.0,Manual,1,Maruti,Maruti Ritz,2010,4141,VXi,317000.0,2010,Comprehensive,Petrol,5.0,KA05,1197.0,10.0,9.0,7.0,16.0,7.0,18.5,85.8,114.0,Blue,K Series Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3775.0,1680.0,1620.0,2360.0,1470.0,1480.0,1015.0,5.0,Front-Wheel Drive,Power,4.7,Ventilated Disc,Drum,156.0,15.0,"Tubeless, Radial",5.0,236.0,14.0,14.0,bangalore,8
0,Hatchback,44268.0,Manual,2,Hyundai,Hyundai Grand i10,2017,5607,1.2 Kappa Asta,574000.0,2018,Comprehensive,Petrol,5.0,KA04,1197.0,19.0,11.0,14.0,24.0,7.0,18.9,81.86,113.75,Silver,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,1060.0,5.0,Front-Wheel Drive,Power,4.8,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,14.0,14.0,bangalore,9
0,Hatchback,10000.0,Manual,1,Citroen,Citroen C3,2022,9139,Puretech 82 Feel BSVI,780000.0,2022,Third Party,Petrol,5.0,KA51,1198.0,10.0,9.0,8.0,22.0,11.0,19.3,80.46,115.0,Gray,1.2L PureTech,3.0,4.0,DOHC,MPFI,No,No,3981.0,1733.0,1586.0,2540.0,1458.0,1459.0,982.0,5.0,Front-Wheel Drive,Electric,4.98,Disc,Drum,165.0,12.36,"Tubeless, Radial",5.0,315.0,16.0,16.0,bangalore,9
0,Hatchback,60000.0,Manual,1,Honda,Honda Jazz,2018,1341,1.2 VX i VTEC,800000.0,2018,Third Party,Petrol,5.0,KA01,1199.0,14.0,12.0,13.0,22.0,10.0,18.7,88.7,110.0,Others,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM-FI,No,No,3955.0,1694.0,1544.0,2530.0,1458.0,1459.0,1042.0,5.0,Front-Wheel Drive,Power,5.1,Disc,Drum,172.0,13.7,"Tubeless, Radial",5.0,354.0,15.0,15.0,bangalore,9
0,Sedan,30000.0,Manual,1,Honda,Honda City,2020,6909,V MT,925000.0,2020,Third Party,Petrol,5.0,KL58,1498.0,24.0,10.0,12.0,32.0,10.0,18.6,119.35,145.0,Others,Water Cooled Inline i-VTEC DOHC with VTC,4.0,4.0,DOHC,PGM-FI,No,No,4549.0,1748.0,1489.0,2600.0,1496.0,1484.0,1130.0,6.0,Front-Wheel Drive,Electric,5.3,Ventilated Disc,Drum,195.0,10.0,"Tubeless, Radial",4.0,506.0,15.0,15.0,bangalore,9
0,Sedan,50000.0,Manual,1,Maruti,Maruti Ciaz,2017,4007,ZXi Plus,775000.0,2017,Third Party,Petrol,5.0,KA02,1373.0,22.0,13.0,11.0,23.0,8.0,20.73,91.1,130.0,Others,k14B VVT Engine,4.0,4.0,DOHC,MPFI,No,No,4490.0,1730.0,1485.0,2650.0,1495.0,1505.0,1030.0,5.0,Front-Wheel Drive,Power,5.4,Ventilated Disc,Drum,190.0,14.0,"Tubeless, Radial",4.0,510.0,16.0,16.0,bangalore,9
0,Hatchback,80000.0,Manual,2,Tata,Tata Nano,2011,2796,Lx,70000.0,2011,Third Party,Petrol,4.0,KA03,624.0,11.0,8.0,7.0,12.0,4.0,26.0,35.0,4.8,Others,Motronic engine managemen,2.0,2.0,SOHC,MPFI,No,No,3099.0,1495.0,1620.0,2230.0,1325.0,1315.0,600.0,4.0,Rear-Wheel Drive,Power,4.0,Disc,Drum,105.0,12.5,"Tubeless, Radial",4.0,80.0,12.0,12.0,bangalore,9
0,SUV,70000.0,Manual,2,Renault,Renault Duster,2014,5068,110PS Diesel RxL,500000.0,2014,Third Party,Diesel,5.0,MP20,1461.0,15.0,9.0,8.0,22.0,4.0,19.01,108.45,248.0,Others,dCi Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,4315.0,1822.0,1695.0,2673.0,1560.0,1567.0,1220.0,6.0,Front-Wheel Drive,Power,5.2,Ventilated Disc,Drum,168.0,12.5,"Tubeless, Radial",5.0,475.0,16.0,16.0,bangalore,9
0,Sedan,120000.0,Manual,2,Maruti,Maruti Swift Dzire,2009,4227,VDi,350000.0,2009,Third Party,Diesel,5.0,KA03,1248.0,12.0,8.0,6.0,14.0,4.0,19.3,73.9,190.0,Others,In-Line Engine,4.0,4.0,DOHC,CRDI,Yes,No,4160.0,1690.0,1530.0,2390.0,1470.0,1480.0,1105.0,5.0,2 WD,Power,4.7,Ventilated Disc,Drum,169.0,12.6,"Tubeless, Radial",4.0,464.0,14.0,14.0,bangalore,9
0,MUV,120000.0,Manual,2,Toyota,Toyota Innova,2012,2384,2.5 GX (Diesel) 7 Seater BS IV,1125000.0,2012,Third Party,Diesel,7.0,KA03,2494.0,11.0,9.0,4.0,13.0,3.0,12.99,100.0,200.0,Others,In-Line Engine,4.0,4.0,DOHC,CRDI,Yes,No,4585.0,1760.0,1760.0,2750.0,1510.0,1510.0,1675.0,5.0,Front-Wheel Drive,Power,5.4,Ventilated Disc,Drum,151.0,13.3,"Tubeless, Radial",5.0,300.0,15.0,15.0,bangalore,9
0,SUV,37354.0,Automatic,1,Kia,Kia Seltos,2020,7116,HTK Plus AT D,1475000.0,2020,Third Party,Diesel,5.0,KA01,1493.0,22.0,11.0,14.0,30.0,9.0,17.8,113.42,250.0,Orange,1.5L CRDi VGT,4.0,4.0,DOHC,CRDi,Yes,No,4315.0,1800.0,1645.0,2610.0,1458.0,1459.0,1495.0,6.0,Two-Wheel Drive,Electric,5.3,Disc,Disc,165.0,11.8,"Tubeless, Radial",5.0,433.0,16.0,16.0,bangalore,9
0,SUV,80426.0,Manual,2,Mahindra,Mahindra XUV500,2014,3822,W6 2WD,834000.0,2014,Comprehensive,Diesel,7.0,KA51,2179.0,17.0,10.0,11.0,20.0,4.0,15.1,140.0,330.0,Others,mHawk Diesel Engine,4.0,4.0,DOHC,Direct Injection,Yes,No,4585.0,1890.0,1785.0,2700.0,1458.0,1459.0,1900.0,6.0,Front-Wheel Drive,Power,5.6,Disc,Disc & Caliper Type,175.0,12.5,"Tubeless, Radial",5.0,720.0,17.0,17.0,bangalore,9
0,Sedan,89801.0,Manual,1,Maruti,Maruti Ciaz,2016,4006,ZXi,674000.0,2016,Comprehensive,Petrol,5.0,KA05,1373.0,20.0,11.0,10.0,23.0,7.0,20.73,91.1,130.0,Silver,k14B VVT Engine,4.0,4.0,DOHC,MPFI,No,No,4490.0,1730.0,1485.0,2650.0,1495.0,1505.0,1030.0,5.0,Front-Wheel Drive,Power,5.4,Ventilated Disc,Drum,190.0,14.0,"Tubeless, Radial",4.0,510.0,15.0,15.0,bangalore,9
0,Sedan,120000.0,Manual,4,Opel,OpelCorsa,2004,4797,1.4Gsi,65000.0,2004,Third Party,Petrol,5.0,KA03,1389.0,3.0,3.0,4.0,1.0,2.0,14.2,88.0,110.0,Black,In-Line Engine,4.0,3.0,DOHC,MPFI,No,No,4056.0,1608.0,1420.0,2443.0,1387.0,1388.0,1060.0,5.0,Front-Wheel Drive,Power,4.9,Ventilated Disc,Drum,167.0,13.2,"Tubeless, Radial",4.0,510.0,13.0,13.0,bangalore,9
0,Hatchback,69199.0,Manual,2,Hyundai,Hyundai Grand i10,2019,5607,1.2 Kappa Asta,547000.0,2019,Zero Dep,Petrol,5.0,KA53,1197.0,19.0,11.0,14.0,24.0,7.0,18.9,81.86,113.75,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,1060.0,5.0,Front-Wheel Drive,Power,4.8,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,14.0,14.0,bangalore,9
0,Hatchback,78249.0,Manual,3,Maruti,Maruti Swift,2012,10403,VXI,413000.0,2012,Third Party,Petrol,5.0,KA53,1197.0,11.0,7.0,7.0,26.0,6.0,22.38,88.5,113.0,Red,K Series Dual jet,4.0,4.0,DOHC,CRDI,No,No,3845.0,1735.0,1530.0,2450.0,1530.0,1530.0,890.0,5.0,Front-Wheel Drive,Electric,4.8,Disc,Drum,155.0,14.8,"Radial, Tubeless",5.0,268.0,14.0,14.0,bangalore,9
0,Hatchback,29905.0,Manual,1,Maruti,Maruti Swift,2021,10403,VXI,709000.0,2021,Zero Dep,Petrol,5.0,KA59,1197.0,11.0,7.0,7.0,26.0,6.0,22.38,88.5,113.0,Others,K Series Dual jet,4.0,4.0,DOHC,CRDI,No,No,3845.0,1735.0,1530.0,2450.0,1530.0,1530.0,890.0,5.0,Front-Wheel Drive,Electric,4.8,Disc,Drum,155.0,14.8,"Radial, Tubeless",5.0,268.0,14.0,14.0,bangalore,9
0,MUV,37678.0,Automatic,2,Toyota,Toyota Innova Crysta,2018,2403,2.8 ZX AT BSIV,2295000.0,2018,Comprehensive,Diesel,7.0,KA03,2755.0,23.0,14.0,15.0,31.0,11.0,11.36,171.5,360.0,White,1-GD FTV Engine,4.0,4.0,DOHC,Direct Injection,Yes,No,4735.0,1830.0,1795.0,2750.0,1530.0,1530.0,1880.0,6.0,Rear-Wheel Drive,Power,5.4,Disc,Drum,128.84,10.82,"Tubeless, Radial",5.0,300.0,17.0,17.0,bangalore,9
0,Hatchback,60442.0,Manual,2,Honda,Honda Jazz,2017,1341,1.2 VX i VTEC,528000.0,2017,Comprehensive,Petrol,5.0,KA05,1199.0,14.0,12.0,13.0,22.0,10.0,18.7,88.7,110.0,Brown,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM-FI,No,No,3955.0,1694.0,1544.0,2530.0,1458.0,1459.0,1042.0,5.0,Front-Wheel Drive,Power,5.1,Disc,Drum,172.0,13.7,"Tubeless, Radial",5.0,354.0,15.0,15.0,bangalore,9
0,SUV,66463.0,Manual,1,Renault,Renault Duster,2014,5067,85PS Diesel RxL Plus,691000.0,2014,Comprehensive,Diesel,5.0,KA53,1461.0,15.0,9.0,7.0,21.0,4.0,20.45,83.8,200.0,Black,dCi Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,4315.0,1822.0,1695.0,2673.0,1560.0,1567.0,1240.0,5.0,Front-Wheel Drive,Power,5.2,Ventilated Disc,Drum,168.0,12.5,"Tubeless, Radial",5.0,475.0,16.0,16.0,bangalore,9
0,Sedan,40844.0,Automatic,1,Skoda,Skoda Rapid,2020,7981,1.0 TSI Ambition AT,1145000.0,2020,Comprehensive,Petrol,5.0,KA04,999.0,17.0,12.0,13.0,24.0,8.0,16.24,108.62,175.0,Silver,1.0L TSI Petrol,3.0,4.0,DOHC,Direct Injection,Yes,No,4413.0,1699.0,1466.0,2552.0,1458.0,1459.0,1154.0,6.0,Front-Wheel Drive,Power,5.3,Disc,Drum,185.0,12.0,"Tubeless, Radial",4.0,460.0,15.0,15.0,bangalore,9
0,Hatchback,62696.0,Manual,1,Volkswagen,Volkswagen Polo,2021,9001,1.0 TSI Comfortline,855000.0,2021,Third Party,Petrol,5.0,KA06,999.0,13.0,11.0,11.0,22.0,7.0,17.12,108.62,175.0,White,1.0L TSI Petrol,3.0,4.0,DOHC,TFSI,Yes,No,3971.0,1682.0,1469.0,2470.0,1457.0,1500.0,1086.0,6.0,Front-Wheel Drive,Electric,4.9,Disc,Drum,165.0,14.2,"Tubeless, Radial",5.0,280.0,15.0,15.0,bangalore,9
0,Hatchback,30000.0,Automatic,1,Maruti,Maruti Swift,2021,7057,AMT ZXI,800000.0,2021,Third Party,Petrol,5.0,KL60,1197.0,15.0,12.0,11.0,29.0,6.0,21.21,81.8,113.0,Others,VTVT Engine,4.0,4.0,DOHC,MPFI,No,No,3840.0,1735.0,1530.0,2450.0,1520.0,1520.0,870.0,5.0,Front-Wheel Drive,Electric,4.8,Disc,Drum,155.0,12.71,Tubeless,5.0,268.0,15.0,15.0,bangalore,9
0,Sedan,44000.0,Manual,1,Ford,Ford Aspire,2017,1057,1.2 Ti-VCT Titanium Plus,550000.0,2017,Comprehensive,Petrol,5.0,KA04,1196.0,18.0,11.0,10.0,23.0,8.0,18.16,86.8,112.0,Grey,Ti-VCT Petrol Engine,4.0,4.0,DOHC,Direct Injection,Yes,No,3995.0,1695.0,1525.0,2491.0,1492.0,1484.0,1005.0,5.0,Front-Wheel Drive,Power,4.9,Ventilated Disc,Drum,157.0,15.7,Tubeless,4.0,359.0,14.0,14.0,bangalore,9
0,Hatchback,120000.0,Manual,1,Tata,Tata Indica V2,2012,2514,LS,130000.0,2012,Third Party,Diesel,5.0,KA03,1396.0,6.0,8.0,5.0,9.0,7.0,25.0,69.0,140.0,Silver,CR4 Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3690.0,1665.0,1485.0,2400.0,1458.0,1459.0,1080.0,5.0,Front-Wheel Drive,Power,4.9,Ventilated Disc,Drum,155.0,14.5,"Tubeless, Radial",5.0,220.0,13.0,13.0,bangalore,8
0,Sedan,120000.0,Manual,4,Hyundai,Hyundai Verna,2012,1817,1.6 SX,375000.0,2012,Third Party,Diesel,5.0,KA19,1582.0,14.0,11.0,10.0,23.0,8.0,22.32,126.32,259.8,Black,Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,4370.0,1700.0,1475.0,2570.0,1458.0,1459.0,1260.0,6.0,Front-Wheel Drive,Power,5.2,Disc,Disc,190.0,10.62,"Tubeless, Radial",4.0,465.0,16.0,16.0,bangalore,9
0,Sedan,40000.0,Manual,1,Maruti,Maruti Swift Dzire,2020,7077,VXI 1.2,650000.0,2020,Third Party,Petrol,5.0,KA51,1197.0,19.0,11.0,8.0,29.0,9.0,21.21,81.8,113.0,Others,K Series VVT Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1735.0,1515.0,2450.0,1530.0,1520.0,877.5,5.0,Front-Wheel Drive,Power,4.8,Disc,Drum,169.0,12.6,"Tubeless, Radial",4.0,378.0,14.0,14.0,bangalore,9
0,SUV,10000.0,Automatic,1,Jeep,Jeep Compass,2021,8318,1.4 Limited Opt DCT BSVI,2550000.0,2021,Third Party,Petrol,5.0,KA51,1368.0,25.0,12.0,23.0,37.0,12.0,14.1,160.77,250.0,Others,1.4L MultiAir Petrol,4.0,4.0,DOHC,CRDI,Yes,No,4405.0,1818.0,1640.0,2636.0,1458.0,1459.0,1530.0,7.0,4x2,Power,5.5,Disc,Disc,186.69,9.99,"Tubeless, Radial",5.0,408.0,18.0,18.0,bangalore,9
0,SUV,80000.0,Manual,1,Kia,Kia Sonet,2021,8012,GTX Plus Diesel iMT BSVI,1300000.0,2021,Third Party,Diesel,5.0,AP39,1493.0,24.0,12.0,20.0,30.0,11.0,18.4,98.63,240.0,Others,1.5 L CRDi WGT,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1790.0,1642.0,2500.0,1458.0,1459.0,1351.0,6.0,Front-Wheel Drive,Electric,5.1,Disc,Drum,165.0,12.36,"Tubeless, Radial",5.0,392.0,16.0,16.0,bangalore,9
0,Hatchback,79415.0,Manual,1,Maruti,Maruti Baleno,2016,3970,1.2 Alpha,609000.0,2016,Zero Dep,Petrol,5.0,KA53,1197.0,15.0,12.0,13.0,28.0,9.0,21.4,83.1,115.0,Blue,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,1505.0,1515.0,890.0,5.0,Front-Wheel Drive,Power,4.9,Disc,Drum,180.0,12.36,"Tubeless, Radial",5.0,339.0,16.0,16.0,bangalore,9
0,Sedan,88411.0,Automatic,1,Maruti,Maruti Swift Dzire,2017,4214,AMT ZDI,678000.0,2017,Zero Dep,Diesel,5.0,KA02,1248.0,17.0,11.0,11.0,22.0,7.0,26.59,74.0,190.0,Red,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3995.0,1695.0,1555.0,2430.0,1475.0,1485.0,1070.0,5.0,Front-Wheel Drive,Power,4.8,Ventilated Disc,Drum,169.0,13.8,"Tubeless, Radial",4.0,320.0,15.0,15.0,bangalore,9
0,Sedan,120000.0,Manual,4,Volkswagen,Volkswagen Vento,2011,2011,Diesel Highline,375000.0,2011,Third Party,Diesel,5.0,KA03,1598.0,17.0,12.0,10.0,18.0,7.0,20.54,103.6,250.0,Others,Common Rail Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,4384.0,1699.0,1466.0,2552.0,1458.0,1459.0,1220.0,5.0,Front-Wheel Drive,Power,5.4,Disc,Drum,186.0,12.3,"Tubeless, Radial",4.0,480.0,15.0,15.0,bangalore,9
0,Hatchback,106516.0,Manual,1,Maruti,Maruti Swift,2012,4204,VDI,449000.0,2012,Third Party,Diesel,5.0,KA01,1248.0,11.0,10.0,9.0,15.0,3.0,22.9,74.0,190.0,Others,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3850.0,1695.0,1530.0,2430.0,1485.0,1495.0,1060.0,5.0,Front-Wheel Drive,Power,4.8,Ventilated Disc,Drum,158.0,13.75,"Tubeless, Radial",5.0,232.0,14.0,14.0,bangalore,9
0,Hatchback,88509.0,Manual,2,Maruti,Maruti Swift,2015,4164,VDI BSIV,552000.0,2015,Comprehensive,Diesel,5.0,KA25,1248.0,10.0,10.0,9.0,21.0,6.0,25.2,74.0,190.0,Red,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3840.0,1735.0,1530.0,2450.0,1458.0,1459.0,960.0,5.0,Front-Wheel Drive,Power,4.8,Ventilated Disc,Drum,155.0,14.8,Tubeless,5.0,204.0,14.0,14.0,bangalore,9
0,SUV,120000.0,Manual,1,Mahindra,Mahindra XUV500,2015,8981,1.99 FWD W8,925000.0,2015,Third Party,Diesel,7.0,KA03,1997.0,17.0,11.0,12.0,22.0,6.0,15.1,140.0,330.0,Silver,mHawk Diesel Engine,4.0,4.0,DOHC,Direct Injection,Yes,No,4585.0,1890.0,1785.0,2700.0,1458.0,1459.0,1635.0,6.0,Front-Wheel Drive,Power,5.6,Disc,Disc & Caliper Type,175.0,12.5,"Tubeless, Radial",5.0,720.0,17.0,17.0,bangalore,9
0,Hatchback,44437.0,Manual,1,Maruti,Maruti Swift,2013,10402,LXI,426000.0,2013,Comprehensive,Petrol,5.0,KA01,1197.0,5.0,5.0,5.0,19.0,7.0,22.38,88.5,113.0,Others,K Series Dual jet,4.0,4.0,DOHC,CRDI,No,No,3845.0,1735.0,1530.0,2450.0,1530.0,1530.0,890.0,5.0,Front-Wheel Drive,Electric,4.8,Disc,Drum,155.0,14.8,"Radial, Tubeless",5.0,268.0,14.0,14.0,bangalore,8
0,Hatchback,83731.0,Manual,2,Hyundai,Hyundai i20,2015,1487,Asta 1.4 CRDi,607000.0,2015,Third Party,Diesel,5.0,KA51,1396.0,17.0,11.0,12.0,24.0,7.0,22.54,88.73,219.7,Others,U2 CRDI Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3985.0,1734.0,1505.0,2570.0,1505.0,1503.0,1515.0,6.0,Front-Wheel Drive,Power,5.2,Disc,Drum,180.0,11.9,Tubeless,5.0,295.0,16.0,16.0,bangalore,9
0,SUV,77000.0,Manual,1,Mahindra,Mahindra Bolero Power Plus,2018,6483,ZLX,845000.0,2018,Comprehensive,Diesel,7.0,KA05,1493.0,14.0,8.0,9.0,20.0,8.0,16.5,70.0,195.0,White,mHAWK D70 Diesel Engine,4.0,4.0,SOHC,CRDi,Yes,No,3995.0,1745.0,1880.0,2680.0,1458.0,1459.0,1470.0,5.0,Rear-Wheel Drive,Power,5.8,Disc,Drum,117.0,30.3,"Tubeless, Radial",5.0,690.0,16.0,16.0,bangalore,9
0,SUV,23000.0,Automatic,2,MG,MG Hector,2020,8258,Sharp DCT,1650000.0,2020,Comprehensive,Petrol,5.0,KA05,1451.0,28.0,14.0,26.0,32.0,12.0,14.11,141.0,250.0,Black,1.5 L Turbocharged Intercooled,4.0,4.0,DOHC,MPFI,Yes,No,4655.0,1835.0,1760.0,2750.0,1458.0,1459.0,1820.0,6.0,Front-Wheel Drive,Power,5.6,Disc,Disc,165.0,12.36,"Tubeless, Radial",5.0,587.0,18.0,18.0,bangalore,9
