it,bt,km,transmission,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seats,RTO,Engine Displacement,Comfort & Convenience,Interior,Exterior,Safety,Entertainment & Communication,Mileage,Max Power,Torque,Color,Engine Type,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size,city,Features Count
0,SUV,106467.0,Automatic,1,Tata,Tata Nexon,2018,6388,1.2 Revotron XZA Plus DualTone,790000.0,2018,Comprehensive,Petrol,5.0,TS07,1198.0,17.0,12.0,10.0,24.0,8.0,17.0,108.5,170.0,Blue,Revotron 1.2L Turbocharged engine,3.0,4.0,DOHC,MPFI,Yes,No,3994.0,1811.0,1607.0,2498.0,1540.0,1530.0,1252.0,6.0,Front-Wheel Drive,Power,5.1,Disc,Drum,154.19,11.64,"Tubeless, Radial",5.0,350.0,16.0,16.0,hyderabad,9
0,Hatchback,75000.0,Manual,1,Maruti,Maruti Swift,2014,4204,VDI,480000.0,2014,Third Party,Diesel,5.0,TS08,1248.0,11.0,10.0,9.0,15.0,3.0,22.9,74.0,190.0,Grey,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3850.0,1695.0,1530.0,2430.0,1485.0,1495.0,1060.0,5.0,Front-Wheel Drive,Power,4.8,Ventilated Disc,Drum,158.0,13.75,"Tubeless, Radial",5.0,232.0,14.0,14.0,hyderabad,9
0,Sedan,109832.0,Manual,2,Honda,Honda City,2014,1279,i VTEC V,464000.0,2014,Comprehensive,Petrol,5.0,TS07,1497.0,17.0,10.0,8.0,23.0,4.0,17.4,117.3,145.0,Red,i VTEC Engine,4.0,4.0,SOHC,PGM-FI,No,No,4440.0,1695.0,1495.0,2600.0,1480.0,1465.0,1049.0,5.0,Front-Wheel Drive,Power,5.3,Disc,Drum,195.0,10.0,"Tubeless, Radial",4.0,510.0,15.0,15.0,hyderabad,9
0,Sedan,44123.0,Automatic,1,Hyundai,Hyundai Elantra,2018,5384,2.0 SX Option AT,1228000.0,2018,Third Party,Petrol,5.0,TS09,1999.0,28.0,12.0,10.0,32.0,7.0,14.62,149.92,192.2,Silver,Nu 2.0 MPi Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,4570.0,1800.0,1465.0,2700.0,1555.0,1564.0,1300.0,6.0,Front-Wheel Drive,Power,5.3,Disc,Disc,210.0,12.07,"Tubeless, Radial",4.0,420.0,16.0,16.0,hyderabad,9
0,SUV,121129.0,Manual,2,Maruti,Maruti Vitara Brezza,2017,4300,ZDi Plus,801000.0,2017,Third Party,Diesel,5.0,TS07,1248.0,22.0,11.0,15.0,27.0,9.0,24.3,88.5,200.0,Yellow,DDiS 200 Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1790.0,1640.0,2500.0,1458.0,1459.0,1200.0,5.0,Front-Wheel Drive,Power,5.2,Ventilated Disc,Drum,172.0,12.36,"Tubeless, Radial",5.0,328.0,16.0,16.0,hyderabad,9
0,Hatchback,40000.0,Manual,2,Maruti,Maruti Ignis,2020,5553,1.2 Zeta BSIV,560000.0,2020,Third Party,Petrol,5.0,TS07,1197.0,12.0,10.0,12.0,23.0,8.0,20.89,81.8,113.0,Others,1.2-Litre VVT Petrol Engine,4.0,4.0,SOHC,MPFI,No,No,3700.0,1690.0,1595.0,2435.0,1458.0,1459.0,835.0,5.0,Front-Wheel Drive,Electric,4.7,Disc,Drum,161.7,13.69,"Tubeless, Radial",5.0,260.0,15.0,15.0,hyderabad,9
0,SUV,72607.0,Manual,1,Mahindra,Mahindra KUV 100,2016,3579,mFALCON D75 K8 5str,420000.0,2016,Third Party,Diesel,5.0,KA03,1198.0,12.0,11.0,12.0,23.0,7.0,25.32,77.0,190.0,Red,mFALCON D75 Engine,3.0,4.0,DOHC,CRDi,Yes,No,3675.0,1715.0,1655.0,2385.0,1490.0,1490.0,1235.0,5.0,Front-Wheel Drive,Power,5.05,Disc,Drum,160.0,14.5,"Tubeless, Radial",5.0,243.0,14.0,14.0,hyderabad,9
0,Hatchback,28467.0,Manual,2,Hyundai,Hyundai Grand i10,2016,1524,Sportz,472000.0,2016,Third Party,Petrol,5.0,TS07,1197.0,11.0,9.0,11.0,19.0,7.0,18.9,82.0,114.0,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,935.0,5.0,Front-Wheel Drive,Power,4.8,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,14.0,14.0,hyderabad,9
0,Sedan,60000.0,Manual,1,Skoda,Skoda Rapid,2017,3140,1.6 MPI Ambition BSIV,750000.0,2017,Third Party,Petrol,5.0,TS09,1598.0,22.0,13.0,11.0,27.0,6.0,15.41,103.2,153.0,Black,Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,4413.0,1699.0,1466.0,2552.0,1458.0,1459.0,1121.0,5.0,Front-Wheel Drive,Power,5.3,Disc,Drum,185.0,12.0,"Tubeless, Radial",4.0,460.0,15.0,15.0,hyderabad,9
0,SUV,122474.0,Manual,1,Hyundai,Hyundai Creta,2017,1445,1.6 CRDi SX Option,1098000.0,2017,Comprehensive,Diesel,5.0,TS09,1582.0,23.0,11.0,16.0,28.0,8.0,19.67,126.2,259.9,Black,U2 CRDI VGT Engine,4.0,4.0,DOHC,CRDi,Yes,No,4270.0,1780.0,1630.0,2590.0,1458.0,1459.0,1300.0,6.0,Front-Wheel Drive,Power,5.3,Disc,Drum,190.0,10.5,Tubeless,5.0,400.0,17.0,17.0,hyderabad,9
0,SUV,152000.0,Automatic,1,Volvo,Volvo XC 90,2017,2085,D5 Inscription BSIV,4550000.0,2017,Third Party,Diesel,7.0,TS09,1969.0,30.0,16.0,20.0,40.0,9.0,17.2,235.0,480.0,White,Twin Turbo Diesel Engine,4.0,4.0,DOHC,Direct Injection,Yes,No,4950.0,2140.0,1776.0,2984.0,1668.0,1671.0,2350.0,8.0,All-Wheel Drive,Power,6.1,Disc,Disc,230.0,10.9,Tubeless,5.0,300.0,20.0,20.0,hyderabad,9
0,Hatchback,50000.0,Manual,2,Maruti,Maruti Wagon R,2014,4310,VXI BS IV,320000.0,2014,Third Party,Petrol,5.0,TS07,998.0,11.0,10.0,11.0,17.0,6.0,20.51,67.04,90.0,Others,K10B Petrol Engine,3.0,4.0,DOHC,MPFI,No,No,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,885.0,5.0,Front-Wheel Drive,Power,4.6,Ventilated Disc,Drum,152.0,18.6,Tubeless,5.0,180.0,13.0,13.0,hyderabad,9
0,Sedan,110000.0,Manual,1,Honda,Honda Amaze,2018,1155,S i-DTEC,680000.0,2018,Third Party,Diesel,5.0,TS08,1498.0,14.0,11.0,5.0,19.0,7.0,25.8,98.6,200.0,Others,i-DTEC Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3990.0,1680.0,1505.0,2405.0,1458.0,1459.0,1065.0,5.0,Front-Wheel Drive,Power,4.7,Disc,Drum,140.0,17.0,"Tubeless, Radial",4.0,400.0,15.0,15.0,hyderabad,9
0,SUV,120000.0,Manual,3,Mahindra,Mahindra XUV500,2012,8182,W8 FWD,600000.0,2012,Third Party,Diesel,7.0,AP07,2179.0,17.0,11.0,12.0,22.0,6.0,15.1,140.0,330.0,Others,mHawk Diesel Engine,4.0,4.0,DOHC,Direct Injection,Yes,No,4585.0,1890.0,1785.0,2700.0,1458.0,1459.0,1635.0,6.0,All-Wheel Drive,Power,5.6,Disc,Disc & Caliper Type,175.0,12.5,"Tubeless, Radial",5.0,720.0,17.0,17.0,hyderabad,9
0,Sedan,45000.0,Automatic,1,Audi,Audi A6,2016,36,35 TDI,2699000.0,2016,Third Party,Diesel,5.0,TS07,1968.0,30.0,13.0,12.0,37.0,11.0,18.53,187.74,400.0,Black,In Line Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,4933.0,1874.0,1455.0,2912.0,1627.0,1618.0,1735.0,7.0,Front-Wheel Drive,Power,5.95,Ventilated Disc,Ventilated Disc,232.0,8.4,"Tubeless, Radial",4.0,530.0,18.0,18.0,hyderabad,9
0,Hatchback,85000.0,Manual,1,Hyundai,Hyundai Grand i10,2016,1556,CRDi Sportz,499000.0,2016,Third Party,Diesel,5.0,TS09,1120.0,12.0,9.0,9.0,17.0,4.0,24.0,70.0,160.0,Silver,U2 CRDi Diesel Engine,3.0,4.0,DOHC,CRDi,No,No,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,1025.0,5.0,Front-Wheel Drive,Power,4.8,Disc,Drum,157.0,15.6,Tubeless,5.0,256.0,14.0,14.0,hyderabad,9
0,Hatchback,94540.0,Manual,1,Maruti,Maruti Swift,2014,10403,VXI,409000.0,2015,Third Party,Petrol,5.0,TS07,1197.0,11.0,7.0,7.0,26.0,6.0,22.38,88.5,113.0,Red,K Series Dual jet,4.0,4.0,DOHC,CRDI,No,No,3845.0,1735.0,1530.0,2450.0,1530.0,1530.0,890.0,5.0,Front-Wheel Drive,Electric,4.8,Disc,Drum,155.0,14.8,"Radial, Tubeless",5.0,268.0,14.0,14.0,hyderabad,9
0,SUV,96620.0,Manual,1,Hyundai,Hyundai Creta,2018,8179,1.6 VTVT SX Plus,991000.0,2018,Comprehensive,Petrol,5.0,TS08,1591.0,21.0,11.0,16.0,24.0,8.0,13.0,121.3,151.0,White,VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,4270.0,1780.0,1630.0,2590.0,1458.0,1459.0,1280.0,6.0,Front-Wheel Drive,Power,5.3,Disc,Drum,190.0,10.5,Tubeless,5.0,400.0,17.0,17.0,hyderabad,9
0,MUV,90000.0,Manual,3,Toyota,Toyota Innova,2013,2274,2.5 VX (Diesel) 8 Seater BS IV,750000.0,2013,Third Party,Diesel,8.0,TS07,2494.0,13.0,12.0,10.0,22.0,10.0,12.99,100.6,200.0,Gray,2KD-FTV Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,4585.0,1765.0,1760.0,2750.0,1510.0,1510.0,1680.0,5.0,Rear-Wheel Drive,Power,5.4,Ventilated Disc,Drum,155.0,13.3,"Tubeless, Radial",5.0,300.0,15.0,15.0,hyderabad,9
0,Hatchback,104436.0,Automatic,2,Hyundai,Hyundai Grand i10,2016,1523,Asta Option AT,496000.0,2017,Third Party,Petrol,5.0,TS13,1197.0,15.0,11.0,14.0,20.0,7.0,18.9,82.0,114.0,Silver,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,935.0,4.0,Front-Wheel Drive,Power,4.8,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,14.0,14.0,hyderabad,9
0,Hatchback,28545.0,Manual,1,Datsun,Datsun RediGO,2017,5237,S,298000.0,2017,Third Party,Petrol,5.0,TS07,799.0,10.0,7.0,6.0,19.0,5.0,22.7,53.64,72.0,Brown,0.8L Petrol Engine,3.0,4.0,DOHC,MPFI,No,No,3429.0,1560.0,1541.0,2348.0,1458.0,1459.0,730.0,5.0,Two-Wheel Drive,Power,4.7,Disc,Drum,165.0,12.36,Tubeless,5.0,222.0,16.0,16.0,hyderabad,9
0,Hatchback,66500.0,Manual,1,Volkswagen,Volkswagen Polo,2019,6300,1.0 MPI Highline,720000.0,2019,Third Party,Petrol,5.0,TS09,999.0,16.0,11.0,14.0,21.0,9.0,18.78,75.0,95.0,Red,MPI Petrol Engine,3.0,4.0,DOHC,MPFI,No,No,3971.0,1682.0,1469.0,2469.0,1460.0,1456.0,1044.0,5.0,Front-Wheel Drive,Power,4.97,Disc,Drum,165.0,14.2,"Tubeless, Radial",5.0,280.0,15.0,15.0,hyderabad,9
0,Hatchback,80133.0,Manual,1,Hyundai,Hyundai i20,2017,1482,Asta 1.2,583000.0,2017,Third Party,Petrol,5.0,TS08,1197.0,17.0,11.0,12.0,24.0,7.0,18.6,81.83,114.7,Others,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1505.0,1503.0,1066.0,5.0,Front-Wheel Drive,Power,5.2,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0,hyderabad,9
0,Sedan,106000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2011,4692,220 CDI AT,1125000.0,2011,Third Party,Diesel,5.0,AP09,2143.0,20.0,12.0,15.0,25.0,5.0,14.84,170.0,400.0,Black,CDI Blue Efficiency Engin,4.0,4.0,DOHC,Direct Injection,No,No,4591.0,1770.0,1447.0,2760.0,1549.0,1552.0,1610.0,7.0,Rear-Wheel Drive,Power,5.42,Ventilated Disc,Solid Disc,228.0,8.5,"Tubeless, Radial",4.0,475.0,16.0,16.0,hyderabad,9
0,SUV,26852.0,Manual,1,Maruti,Maruti SX4 S Cross,2020,7935,Alpha,982000.0,2021,Third Party,Petrol,5.0,TS07,1462.0,16.0,10.0,16.0,25.0,11.0,18.55,103.25,138.0,Blue,K15B Smart Hybrid,4.0,4.0,DOHC,DDIS,Yes,No,4300.0,1785.0,1595.0,2600.0,1458.0,1459.0,1150.0,5.0,Front-Wheel Drive,Power,5.5,Ventilated Disc,Solid Disc,164.5,13.42,"Radial, Tubeless",5.0,375.0,16.0,16.0,hyderabad,9
0,Hatchback,59990.0,Manual,1,Maruti,Maruti Swift,2015,10403,VXI,458000.0,2015,Third Party,Petrol,5.0,TS09,1197.0,11.0,7.0,7.0,26.0,6.0,22.38,88.5,113.0,Others,K Series Dual jet,4.0,4.0,DOHC,CRDI,No,No,3845.0,1735.0,1530.0,2450.0,1530.0,1530.0,890.0,5.0,Front-Wheel Drive,Electric,4.8,Disc,Drum,155.0,14.8,"Radial, Tubeless",5.0,268.0,14.0,14.0,hyderabad,9
0,SUV,110000.0,Manual,2,Mahindra,Mahindra XUV500,2015,8164,R W10 FWD,950000.0,2015,Third Party,Diesel,7.0,TS02,2179.0,23.0,10.0,17.0,30.0,8.0,16.0,140.0,330.0,Others,mHawk Diesel Engine,4.0,4.0,DOHC,Direct Injection,Yes,No,4585.0,1890.0,1785.0,2700.0,1458.0,1459.0,1655.0,6.0,Front-Wheel Drive,Power,5.6,Disc,Disc,185.0,10.0,Tubeless,5.0,720.0,17.0,17.0,hyderabad,9
0,Sedan,75135.0,Manual,1,Honda,Honda City,2018,5622,i-DTEC V,853000.0,2018,Third Party,Diesel,5.0,TS32,1498.0,25.0,11.0,11.0,28.0,9.0,25.6,97.9,200.0,White,i DTEC Diesel Engine,4.0,4.0,DOHC,Direct Injection,Yes,No,4440.0,1695.0,1495.0,2600.0,1490.0,1480.0,1148.0,6.0,Front-Wheel Drive,Power,5.3,Ventilated Disc,Drum,175.0,10.0,"Tubeless, Radial",4.0,510.0,15.0,15.0,hyderabad,9
0,Hatchback,50000.0,Manual,2,Hyundai,Hyundai Grand i10,2019,5607,1.2 Kappa Asta,600000.0,2019,Third Party,Petrol,5.0,TS15,1197.0,19.0,11.0,14.0,24.0,7.0,18.9,81.86,113.75,Others,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,1060.0,5.0,Front-Wheel Drive,Power,4.8,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,14.0,14.0,hyderabad,9
0,Sedan,73000.0,Manual,1,Honda,Honda Civic,2010,1300,1.8 S MT,390000.0,2010,Third Party,Petrol,5.0,AP09,1799.0,13.0,11.0,8.0,20.0,5.0,13.5,130.0,172.0,Silver,In-Line,4.0,4.0,SOHC,PGM-FI,No,No,4545.0,1750.0,1450.0,2700.0,1458.0,1459.0,1210.0,5.0,Front-Wheel Drive,Power,5.4,Disc,Drum,206.0,9.6,"Tubeless, Radial",4.0,405.0,15.0,15.0,hyderabad,9
0,Hatchback,70000.0,Manual,2,Maruti,Maruti Baleno,2018,3969,1.2 Zeta,620000.0,2018,Third Party,Petrol,5.0,TS07,1197.0,13.0,12.0,13.0,27.0,8.0,21.4,83.1,115.0,Others,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,1505.0,1515.0,880.0,5.0,Front-Wheel Drive,Power,4.9,Disc,Drum,180.0,12.36,"Tubeless, Radial",5.0,339.0,16.0,16.0,hyderabad,9
0,SUV,120000.0,Manual,1,Mahindra,Mahindra Scorpio,2006,3664,2.6 GLX,400000.0,2006,Third Party,Diesel,8.0,TS07,2609.0,11.0,8.0,8.0,8.0,7.0,12.7,116.6,28.3,Others,In-Line Engine,4.0,4.0,DOHC,CRDI,Yes,No,4495.0,1817.0,1975.0,2680.0,1458.0,1459.0,1980.0,5.0,Two-Wheel Drive,Power,5.6,Disc,Drum,152.0,16.5,"Tubeless, Radial",5.0,460.0,16.0,16.0,hyderabad,8
0,SUV,20000.0,Manual,1,Tata,Tata New Safari,2021,8375,XZ Plus Adventure Edition BSVI,2200000.0,2021,Third Party,Diesel,7.0,TS07,1956.0,19.0,15.0,17.0,27.0,11.0,16.14,167.67,350.0,Others,Kryotec 2.0 L Turbocharged Engine,4.0,4.0,DOHC,CRDi,Yes,No,4661.0,1894.0,1786.0,2741.0,1458.0,1459.0,1825.0,6.0,Front-Wheel Drive,Power,6.0,Disc,Disc,160.0,15.8,"Tubeless, Radial",5.0,73.0,18.0,18.0,hyderabad,9
0,MUV,120000.0,Manual,1,Toyota,Toyota Innova,2012,2388,2.5 G (Diesel) 7 Seater BS IV,750000.0,2012,Third Party,Diesel,7.0,AP28,2494.0,7.0,6.0,2.0,8.0,3.0,12.99,100.0,200.0,Others,In-Line Engine,4.0,4.0,DOHC,CRDI,Yes,No,4585.0,1760.0,1760.0,2750.0,1510.0,1510.0,1675.0,5.0,Front-Wheel Drive,Power,5.4,Ventilated Disc,Drum,151.0,13.3,"Tubeless, Radial",5.0,300.0,15.0,15.0,hyderabad,9
0,MUV,120000.0,Manual,2,Toyota,Toyota Innova,2013,2388,2.5 G (Diesel) 7 Seater BS IV,975000.0,2013,Third Party,Diesel,7.0,AP09,2494.0,7.0,6.0,2.0,8.0,3.0,12.99,100.0,200.0,Gold,In-Line Engine,4.0,4.0,DOHC,CRDI,Yes,No,4585.0,1760.0,1760.0,2750.0,1510.0,1510.0,1675.0,5.0,Front-Wheel Drive,Power,5.4,Ventilated Disc,Drum,151.0,13.3,"Tubeless, Radial",5.0,300.0,15.0,15.0,hyderabad,9
0,Hatchback,50824.0,Manual,1,Maruti,Maruti Swift,2013,10403,VXI,447000.0,2013,Third Party,Petrol,5.0,AP28,1197.0,11.0,7.0,7.0,26.0,6.0,22.38,88.5,113.0,Others,K Series Dual jet,4.0,4.0,DOHC,CRDI,No,No,3845.0,1735.0,1530.0,2450.0,1530.0,1530.0,890.0,5.0,Front-Wheel Drive,Electric,4.8,Disc,Drum,155.0,14.8,"Radial, Tubeless",5.0,268.0,14.0,14.0,hyderabad,9
0,Hatchback,85507.0,Manual,2,Maruti,Maruti Swift,2013,4204,VDI,410000.0,2013,Third Party,Diesel,5.0,AP09,1248.0,11.0,10.0,9.0,15.0,3.0,22.9,74.0,190.0,Others,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3850.0,1695.0,1530.0,2430.0,1485.0,1495.0,1060.0,5.0,Front-Wheel Drive,Power,4.8,Ventilated Disc,Drum,158.0,13.75,"Tubeless, Radial",5.0,232.0,14.0,14.0,hyderabad,9
0,Sedan,70000.0,Manual,1,Hyundai,Hyundai Verna,2010,1797,CRDi SX,330000.0,2010,Third Party,Diesel,5.0,AP11,1493.0,17.0,9.0,5.0,15.0,4.0,16.8,110.0,24.0,Others,In-Line Engine,4.0,4.0,DOHC,CRDI,No,No,4310.0,1695.0,1490.0,2500.0,1458.0,1459.0,1173.0,5.0,Front-Wheel Drive,Power,5.05,Ventilated Disc,Disc & Drum,185.0,11.2,"Tubeless, Radial",4.0,352.0,14.0,14.0,hyderabad,9
0,Hatchback,75773.0,Manual,2,Maruti,Maruti Ritz,2014,4144,ZXi,372000.0,2014,Comprehensive,Petrol,5.0,TS13,1197.0,12.0,10.0,10.0,22.0,5.0,18.5,85.8,114.0,Others,K Series Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3775.0,1680.0,1620.0,2360.0,1470.0,1480.0,1030.0,5.0,Front-Wheel Drive,Power,4.7,Ventilated Disc,Drum,156.0,15.0,"Tubeless, Radial",5.0,236.0,14.0,14.0,hyderabad,9
0,Hatchback,62000.0,Manual,1,Hyundai,Hyundai Grand i10,2016,1540,CRDi Magna,470000.0,2017,Third Party,Diesel,5.0,TS08,1120.0,11.0,8.0,6.0,16.0,7.0,24.0,70.0,160.0,Silver,U2 CRDi Diesel Engine,3.0,4.0,DOHC,CRDi,No,No,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,1025.0,5.0,Front-Wheel Drive,Power,4.8,Disc,Drum,157.0,15.6,Tubeless,5.0,256.0,14.0,14.0,hyderabad,8
0,Hatchback,47004.0,Manual,1,Hyundai,Hyundai i10,2012,1568,Magna,297000.0,2012,Third Party,Petrol,5.0,AP09,1197.0,10.0,7.0,3.0,10.0,7.0,20.36,78.9,111.7,Red,Kappa Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3585.0,1595.0,1550.0,2380.0,1400.0,1385.0,930.0,5.0,Front-Wheel Drive,Power,4.7,Ventilated Disc,Drum,165.0,14.3,"Tubeless, Radial",4.0,225.0,13.0,13.0,hyderabad,8
0,Hatchback,110000.0,Manual,2,Volkswagen,Volkswagen Polo,2014,1975,1.5 TDI Comfortline,420000.0,2014,Third Party,Diesel,5.0,AP29,1498.0,10.0,10.0,10.0,20.0,4.0,20.14,88.8,230.0,Others,TDI Diesel Engine,4.0,4.0,DOHC,Direct Injection,Yes,No,3971.0,1682.0,1469.0,2469.0,1460.0,1456.0,1142.0,5.0,Front-Wheel Drive,Power,4.97,Disc,Drum,163.0,16.1,"Tubeless, Radial",5.0,280.0,15.0,15.0,hyderabad,9
0,Hatchback,97085.0,Manual,2,Maruti,Maruti Swift,2013,4204,VDI,406000.0,2013,Comprehensive,Diesel,5.0,AP10,1248.0,11.0,10.0,9.0,15.0,3.0,22.9,74.0,190.0,Silver,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3850.0,1695.0,1530.0,2430.0,1485.0,1495.0,1060.0,5.0,Front-Wheel Drive,Power,4.8,Ventilated Disc,Drum,158.0,13.75,"Tubeless, Radial",5.0,232.0,14.0,14.0,hyderabad,9
0,Sedan,87449.0,Manual,3,Hyundai,Hyundai Verna,2014,1817,1.6 SX,561000.0,2014,Third Party,Diesel,5.0,TS11,1582.0,14.0,11.0,10.0,23.0,8.0,22.32,126.32,259.8,Silver,Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,4370.0,1700.0,1475.0,2570.0,1458.0,1459.0,1260.0,6.0,Front-Wheel Drive,Power,5.2,Disc,Disc,190.0,10.62,"Tubeless, Radial",4.0,465.0,16.0,16.0,hyderabad,9
0,Hatchback,100000.0,Manual,1,Maruti,Maruti Ritz,2016,4137,LDi,350000.0,2016,Third Party,Diesel,5.0,TS11,1248.0,5.0,7.0,4.0,13.0,7.0,23.2,73.94,190.0,Others,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3775.0,1680.0,1620.0,2360.0,1470.0,1480.0,1100.0,5.0,Front-Wheel Drive,Power,4.7,Ventilated Disc,Drum,163.0,14.0,"Tubeless, Radial",5.0,236.0,14.0,14.0,hyderabad,8
0,Hatchback,53338.0,Manual,2,Maruti,Maruti Alto,2012,3903,LXi,193000.0,2012,Third Party,Petrol,5.0,AP10,796.0,5.0,4.0,2.0,6.0,2.0,19.7,46.3,62.0,Silver,In-Line Engine,3.0,4.0,SOHC,MPFI,No,No,3495.0,1475.0,1460.0,2360.0,1295.0,1290.0,705.0,5.0,Front-Wheel Drive,Power,4.6,Disc,Drum,137.0,17.7,"Tubeless, Radial",5.0,510.0,12.0,12.0,hyderabad,9
0,Sedan,120000.0,Manual,2,Honda,Honda City,2011,1247,1.5 V MT,400000.0,2011,Third Party,Petrol,5.0,AP16,1497.0,17.0,10.0,9.0,20.0,5.0,17.0,118.0,146.0,Others,In-Line Engine,4.0,4.0,SOHC,EFI,No,No,4420.0,1695.0,1480.0,2550.0,1458.0,1459.0,1100.0,5.0,Front-Wheel Drive,Power,5.3,Disc,Drum,195.0,10.0,"Tubeless, Radial",4.0,506.0,15.0,15.0,hyderabad,9
0,Hatchback,78000.0,Manual,1,Hyundai,Hyundai i20,2019,6816,Sportz Plus Diesel,765000.0,2019,Third Party,Diesel,5.0,TS36,1396.0,18.0,11.0,11.0,27.0,8.0,22.54,88.76,224.0,White,U2 CRDI Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3985.0,1734.0,1505.0,2570.0,1505.0,1503.0,1180.0,6.0,Front-Wheel Drive,Power,5.2,Disc,Drum,180.0,13.57,Tubeless,5.0,285.0,15.0,15.0,hyderabad,9
0,SUV,10000.0,Manual,1,Nissan,Nissan Magnite,2022,8128,XV BSVI,850000.0,2022,Third Party,Petrol,5.0,TS15,999.0,22.0,13.0,18.0,34.0,11.0,18.75,71.02,96.0,White,B4D 1.0 NA PETROL,3.0,4.0,SOHC,MPFI,No,No,3994.0,1758.0,1572.0,2500.0,1458.0,1459.0,939.0,5.0,Front-Wheel Drive,Electric,5.0,Disc,Drum,165.0,17.7,"Tubeless, Radial",5.0,336.0,16.0,16.0,hyderabad,9
0,SUV,20000.0,Manual,1,Maruti,Maruti Vitara Brezza,2022,7568,VXI,1000000.0,2022,Third Party,Petrol,5.0,TS08,1462.0,18.0,9.0,14.0,28.0,9.0,17.03,103.26,138.0,Black,K15B Petrol Engine,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1790.0,1640.0,2500.0,1458.0,1459.0,1120.0,5.0,Front-Wheel Drive,Electric,5.2,Ventilated Disc,Drum,172.0,12.36,"Tubeless, Radial",5.0,328.0,16.0,16.0,hyderabad,9
0,SUV,89000.0,Manual,2,Mahindra,Mahindra XUV500,2012,8182,W8 FWD,556000.0,2012,Third Party,Diesel,7.0,AP10,2179.0,17.0,11.0,12.0,22.0,6.0,15.1,140.0,330.0,White,mHawk Diesel Engine,4.0,4.0,DOHC,Direct Injection,Yes,No,4585.0,1890.0,1785.0,2700.0,1458.0,1459.0,1635.0,6.0,All-Wheel Drive,Power,5.6,Disc,Disc & Caliper Type,175.0,12.5,"Tubeless, Radial",5.0,720.0,17.0,17.0,hyderabad,9
0,Hatchback,100000.0,Manual,2,Maruti,Maruti Alto,2008,3903,LXi,100000.0,2008,Third Party,Petrol,5.0,AP09,796.0,5.0,4.0,2.0,6.0,2.0,19.7,46.3,62.0,Others,In-Line Engine,3.0,4.0,SOHC,MPFI,No,No,3495.0,1475.0,1460.0,2360.0,1295.0,1290.0,705.0,5.0,Front-Wheel Drive,Power,4.6,Disc,Drum,137.0,17.7,"Tubeless, Radial",5.0,510.0,12.0,12.0,hyderabad,9
